Reward,Diff baseline
14,-243.64150521834404
11,74.44428973887125
11,-188.21573025357816
14,251.29158936290673
24,306.8016573877094
12,126.63382708094264
5,25.22628956036533
18,-200.7580807332629
2,-596.6427708327546
7,-186.95519557839566
9,33.27867624305304
7,-144.86190349378944
44,452.16204507680266
8,-426.87210141099195
14,210.2125506860416
45,271.66657369792733
10,103.00016200390314
21,261.459824019538
-3,-30.25966935078418
30,22.663023052177323
1,-287.20253177874724
17,-142.3948237236657
28,328.7351274599491
28,375.95003428188
5,-95.87100687853331
14,243.5071451671314
7,32.194077478697636
27,306.7672268683077
31,27.03995123835034
12,-366.05451625655587
38,462.5720853173208
26,298.6999105120003
21,251.62874387209513
11,75.78457024416252
12,-366.54743159236614
14,175.40916911005866
4,-646.5431573734543
6,89.70272448778246
7,-60.67734390867099
14,207.23634022369947
44,352.3672646458806
5,-136.62597237171963
8,-417.72760192992155
8,-428.23850769096066
9,33.27867624305304
12,216.08580180321883
33,76.92583432265815
30,119.70806078896885
47,308.5004511732743
9,40.819514438045644
14,-260.6932325942878
24,30.78729071925568
34,367.70117561538177
18,247.05630819142402
7,-7.522658933550474
0,-677.709757041062
4,-680.4886995628599
3,-289.52863964268863
16,251.41932307375066
5,-95.87100687853331
4,-590.6290004047798
43,320.11339821797037
10,-365.68879973827416
5,-196.65079436890414
10,-349.4069379810401
34,367.70117561538177
14,-271.8724973355934
25,311.249482874003
3,-195.5235951913296
28,115.72288127225397
7,-109.57199919335812
39,266.1642643527241
36,407.9554428010331
45,337.80536242226026
33,101.89346191297932
12,223.58139697129354
15,160.36609444072428
38,462.5720853173208
20,215.4625686080292
7,35.13214170097035
23,255.56035490206182
30,84.05151905952471
12,-255.09432595049793
31,7.908095630656362
25,270.3719119693733
14,244.78657528509734
26,43.78208516114546
-5,-106.871715311255
38,465.23762294782193
1,-223.17520657381806
44,503.21249970599195
0,-495.7682247721855
-3,-87.91335435936048
28,118.901086240631
43,305.8338939147468
1,-106.95408091287459
17,-142.3948237236657
26,-35.40213854379158
30,115.21052988731822
45,338.9746051384984
31,27.03995123835034
30,187.71047883740312
42,484.89026489071034
10,-451.4133408920709
47,323.2227514093604
30,98.73638801534344
-4,-465.9906231536079
30,345.0051198524875
12,218.5072163901384
43,320.11339821797037
43,268.45609224142027
28,363.05407938113717
20,207.14148052634573
-3,-87.91335435936048
22,254.68167036872364
45,277.18143994902266
47,366.5044380608906
35,95.19645718928587
2,-630.0158452971575
21,261.459824019538
28,10.378177048205771
43,268.45609224142027
-3,-73.4022600686585
16,194.2620707399641
26,45.278769792363164
16,274.53403654834426
45,334.8834205611845
45,277.18143994902266
28,118.901086240631
27,259.70355221272825
38,483.1312773321682
-1,-31.110141422629567
1,-225.5748584187047
12,-343.6013060722087
9,-34.201538414304196
14,188.41408869027032
46,370.99015796224467
1,-130.24055520283332
16,276.5188397773246
12,234.47011203450472
10,213.43417220757829
1,-264.0614539384944
22,283.1406052512723
23,283.1486932552564
7,-132.11536104717447
3,-186.91013318618957
14,-243.64150521834404
29,68.63598740596285
7,-25.902543351755185
45,342.53812146537496
28,10.378177048205771
42,501.26860075527975
28,385.7762926682111
21,317.9757370999562
5,2.963820275504986
42,474.5559244944029
20,248.79373988966995
1,-225.5748584187047
17,-176.87795576531653
26,-35.40213854379158
30,115.21052988731822
20,215.4625686080292
5,-126.09215814502386
34,408.33124128814984
5,-95.87100687853331
24,318.60124361134126
8,-428.23850769096066
36,374.83704847855256
16,-208.94382593566593
40,475.31443620888865
24,328.95746073733426
14,229.26831644083165
44,456.569809670145
12,211.9987020522624
3,-16.80563247333066
12,270.02202611322934
8,-436.88630807214895
26,179.3331474896096
9,-85.03059295949151
44,454.09113646645926
23,380.3314463795915
28,334.72366425397274
36,418.6487285976443
18,-200.7580807332629
10,77.80070945658576
7,-186.95519557839566
2,-630.0158452971575
10,-453.3793741196637
34,377.6833325699506
1,-225.5748584187047
25,374.0204612225207
-3,-89.34528233816923
1,-35.57028755695001
26,127.5989122665419
5,-131.99718603859537
44,456.569809670145
31,79.76435776801964
24,23.674183905877044
-6,-440.67740365373015
25,374.0204612225207
43,268.45609224142027
13,83.16864998350093
1,-223.17520657381806
6,-503.76280076678836
31,65.81090138033005
30,370.80252812147444
20,230.80779968140814
23,380.3314463795915
46,397.7080940866442
9,-71.78589250955383
28,136.96885407150512
26,179.3331474896096
32,403.11075555287584
46,397.7080940866442
28,136.96885407150512
5,-196.65079436890414
31,87.5545319574594
-1,-25.387837083125987
8,-437.7484616516292
10,-360.0249410552083
45,340.3435069525408
20,248.79373988966995
-5,-172.08396169153298
9,40.819514438045644
12,211.9987020522624
39,229.0362225395554
16,194.2620707399641
12,211.9987020522624
44,360.9537469910224
28,21.713837945602563
3,-158.35667411323493
6,-415.0933114910406
22,316.6935782727817
10,-451.4133408920709
13,83.16864998350093
10,213.43417220757829
0,-626.8084684187338
34,377.6833325699506
28,334.72366425397274
8,-437.7484616516292
14,241.5861966693219
41,315.97099660437425
14,189.34983166680036
6,32.07822071235864
43,324.88753021626144
16,-253.46559895142627
5,-66.41258345848541
-3,-108.0709950376438
26,92.18167671212973
1,-30.191185833505415
7,1.2633556471178053
14,241.5861966693219
5,-95.87100687853331
14,254.06866773559295
43,305.30903784586735
36,392.9632944866414
38,462.5720853173208
28,118.901086240631
8,-345.48496825014104
24,262.4469681129451
15,85.72738563845996
28,344.7292921247066
20,230.80779968140814
28,146.34761167087504
14,-271.8724973355934
8,-498.9999913619047
26,12.609288376783525
14,241.5861966693219
17,-116.74156833766006
26,102.92710946376019
7,-115.5774165130806
36,418.6487285976443
44,503.21249970599195
25,262.9934543139291
7,-121.25858270043977
18,214.33208627655426
38,465.23762294782193
-3,-89.34528233816923
28,46.46871123425535
-1,-117.23936195385022
26,102.92710946376019
24,23.674183905877044
3,-158.35667411323493
8,182.72722734917204
34,378.11718482561616
28,93.40690483537446
17,205.77191233496706
12,113.0583680271161
22,254.68167036872364
39,202.969662879598
25,306.46705169953725
16,216.80164369939348
-1,-31.656474767883083
42,437.2826445327762
45,336.85746851492627
14,235.80365604610006
5,-153.93966998349174
40,475.31443620888865
25,348.5292219238854
12,211.9987020522624
8,-496.4583888544978
44,503.21249970599195
11,-88.8632966382977
28,102.17130701626434
13,-205.21250764606134
7,-45.93406796507793
5,-67.31776150740393
5,-126.09215814502386
4,-646.5431573734543
32,402.112735799411
12,113.0583680271161
8,182.72722734917204
26,138.07860246135783
33,-4.545242984703236
1,-30.191185833505415
14,312.23807794851325
12,-432.40178803994854
6,-415.0933114910406
29,26.545665108254752
10,-363.1372486796283
3,-88.47346787975357
10,91.1558903536345
3,4.768830813159184
16,222.99400293946496
14,-260.6932325942878
8,-428.23850769096066
38,472.8626071416754
39,230.90644562527427
9,34.37943334620945
14,210.2125506860416
18,298.5588603827688
16,281.3095801212711
14,190.60395610085607
-3,-92.21958231813869
46,461.42492643193464
47,343.0012583598052
26,113.8613004766703
14,229.26831644083165
34,77.58016217811837
36,405.78186315218454
22,308.6478950214382
39,266.1642643527241
48,433.0790655112854
-6,-613.3819740654858
47,323.2227514093604
44,352.3672646458806
17,-116.74156833766006
23,283.1486932552564
48,459.5284676149885
11,-75.29343541609455
15,-139.6588369935746
28,100.39915707531372
45,338.9746051384984
30,404.79258531384505
8,-436.88630807214895
25,251.95502121765503
5,-148.58765066945807
-8,-588.0225803327048
13,116.00589695544954
23,325.9804744108519
16,-233.92456871355057
0,-495.7682247721855
-1,-187.7256840913551
12,101.8856257245302
12,-432.40178803994854
16,281.3095801212711
26,81.90443877629286
13,-205.21250764606134
7,-15.943779904244593
3,-186.91013318618957
7,-45.93406796507793
22,267.618914088928
1,-287.20253177874724
47,343.761702366985
38,483.1312773321682
14,188.41408869027032
-3,-89.34528233816923
21,228.09622695921553
36,382.45463128511506
20,193.66028388345103
30,187.71047883740312
8,-428.23850769096066
17,166.3706716774402
28,84.03393577296242
43,305.30903784586735
16,274.53403654834426
4,-590.6290004047798
5,-109.05478901935044
28,58.18760586798339
14,188.41408869027032
24,293.15692445920286
12,-456.03820046148917
9,-109.77561096891077
24,44.06531334920419
34,367.70117561538177
5,-67.31776150740393
-2,-719.9008259686805
1,-90.14112333547632
-1,-117.23936195385022
44,360.9537469910224
48,459.5284676149885
14,188.41408869027032
22,316.6935782727817
30,401.19162947677376
12,-382.4955198092691
14,210.2125506860416
16,218.8306846866642
7,-132.11536104717447
16,198.66112088574835
13,81.19971076952174
18,228.02798176616432
7,-115.5774165130806
11,-88.8632966382977
14,199.17877829726274
22,316.6935782727817
28,385.1466799493011
25,348.5292219238854
12,-500.49509919127877
7,-148.43240918279253
-3,-26.762264222840713
35,56.25161219406937
39,263.52084998429495
28,99.4804208171945
16,218.8306846866642
26,127.5989122665419
18,298.5588603827688
13,81.19971076952174
12,138.42258266403405
23,250.07135730832692
24,326.40869299874817
31,7.908095630656362
28,23.657344829898193
31,29.605177724811938
40,491.6746367874465
35,77.84650840923769
30,3.0331430877320145
15,-133.0892636379608
9,-75.3408228141675
7,-64.99712985205178
10,77.80070945658576
29,-39.83873372214521
25,251.95502121765503
-1,-187.7256840913551
30,110.88893007989805
31,42.7851889898634
7,18.60036665680832
7,-60.67734390867099
45,283.82756698525213
31,87.5545319574594
24,307.5486826448316
40,478.9920061100828
5,-126.09215814502386
24,329.9694752386115
12,-432.40178803994854
7,35.44123467070972
17,158.2731291191501
7,-11.887529767151364
24,262.4469681129451
12,-432.40178803994854
10,213.43417220757829
5,-46.4741248963644
26,161.86924756192082
6,32.07822071235864
30,3.0331430877320145
39,263.52084998429495
45,283.82756698525213
39,265.1875293068433
24,30.78729071925568
40,475.31443620888865
28,154.7558808355568
52,445.60386657420077
3,-88.47346787975357
12,-343.6013060722087
31,42.7851889898634
32,402.112735799411
32,402.112735799411
45,334.8834205611845
32,402.112735799411
26,113.8613004766703
39,225.7766470372842
10,-475.74147275548603
48,460.13937456829353
7,35.13214170097035
0,-777.7042924505217
39,265.1875293068433
30,92.19752528208073
22,33.794171505546046
15,27.63973846249428
45,342.53812146537496
23,277.7959243715436
16,216.80164369939348
16,216.80164369939348
5,-95.87100687853331
16,281.65893205667044
1,-90.14112333547632
22,262.68372098439363
35,77.84650840923769
39,230.90644562527427
27,-30.782391296124842
30,345.0051198524875
5,-20.11002574907593
41,315.97099660437425
24,307.5486826448316
28,344.7292921247066
-3,-200.90025075530798
46,478.98960564602226
-1,-25.387837083125987
1,-225.5748584187047
47,361.30632778391987
14,199.17877829726274
28,0.5764973486841427
3,-179.70790318479135
12,119.04676806419911
12,223.3849429010122
-3,-31.68402610363887
9,-34.201538414304196
44,368.77166427454677
33,53.62190607580146
19,303.1273337963444
25,311.249482874003
26,298.6999105120003
22,254.68167036872364
28,10.378177048205771
14,254.06866773559295
1,-130.24055520283332
12,-366.54743159236614
15,142.66340868029488
15,160.36609444072428
5,-131.2568545645695
29,68.63598740596285
13,-166.71644110488228
27,259.70355221272825
20,230.80779968140814
8,-345.48496825014104
3,-16.80563247333066
39,263.52084998429495
14,180.9124565769439
48,476.86523955811856
42,484.89026489071034
9,40.819514438045644
-3,-73.4022600686585
7,-115.5774165130806
20,230.80779968140814
8,-498.9999913619047
28,102.17130701626434
13,83.16864998350093
1,-155.4658261888037
10,103.00016200390314
10,180.9678402913246
29,26.545665108254752
26,45.278769792363164
8,-498.9999913619047
26,92.18167671212973
24,328.95746073733426
0,-715.0989996876365
14,104.15114624413309
48,433.0790655112854
26,279.0959139457725
16,-213.1117575651324
16,276.5188397773246
16,281.3095801212711
29,-39.83873372214521
6,32.07822071235864
32,133.04370189595852
26,113.8613004766703
12,223.3849429010122
16,218.8306846866642
15,78.58139051307808
26,-36.436236858595976
5,-45.682233872177676
47,321.1268144762721
29,68.63598740596285
4,-590.6290004047798
35,77.84650840923769
30,404.79258531384505
14,190.60395610085607
26,102.92710946376019
44,490.8473840275136
35,77.84650840923769
28,334.72366425397274
50,383.8531657910612
13,83.16864998350093
10,180.9678402913246
-1,-139.94880779690288
12,234.47011203450472
7,-64.99712985205178
11,-130.07872061528747
22,267.618914088928
28,375.89953759566356
9,-38.97443063029664
26,81.90443877629286
43,330.27357704166775
8,182.72722734917204
42,474.5559244944029
16,222.772015121839
34,386.06870676822484
34,408.33124128814984
-10,-581.9671948503751
12,102.75414979543234
30,3.0331430877320145
8,-436.88630807214895
28,118.901086240631
15,160.36609444072428
14,230.386661126621
20,207.14148052634573
12,177.7810475415547
30,119.70806078896885
28,394.23807219460275
0,-677.709757041062
9,75.35937838180303
28,202.79875147878192
8,-437.7484616516292
7,-115.5774165130806
12,177.7810475415547
-3,-87.91335435936048
43,305.30903784586735
34,77.58016217811837
43,322.3921010443162
44,352.3672646458806
7,-115.5774165130806
28,328.7351274599491
29,26.545665108254752
7,18.60036665680832
7,35.44123467070972
23,255.56035490206182
26,71.90811623120226
1,-199.2486326626265
28,58.18760586798339
11,-130.07872061528747
29,-39.83873372214521
14,207.23634022369947
36,418.6487285976443
5,-126.09215814502386
42,474.5473177584885
5,-153.93966998349174
8,-380.3159498186403
23,277.7959243715436
16,-268.2197610445339
6,-415.0933114910406
42,490.10957280231855
34,389.38014864762954
1,-35.57028755695001
23,259.18239714508536
44,503.21249970599195
9,-114.52930027999582
11,-88.8632966382977
34,375.1095349743914
23,320.65559606566285
14,199.17877829726274
5,-45.682233872177676
10,187.3614255257703
38,472.8626071416754
15,112.64562144227739
38,465.23762294782193
-5,-106.871715311255
7,1.2633556471178053
39,230.90644562527427
14,175.40916911005866
28,23.657344829898193
10,262.8125841320284
36,374.83704847855256
12,238.31027200888798
9,-128.00600422770117
16,-233.92456871355057
14,175.40916911005866
24,55.99066935958717
26,102.92710946376019
28,385.7762926682111
16,223.85149729075283
47,308.5004511732743
5,-56.871461481330925
10,180.9678402913246
24,307.5486826448316
35,56.25161219406937
16,222.772015121839
30,119.70806078896885
-6,-613.3819740654858
45,338.9746051384984
1,-199.2486326626265
28,14.056917989988506
17,-97.48975503425186
11,-68.2254432416621
-4,-465.9906231536079
-5,-107.43387962831162
12,119.04676806419911
22,262.68372098439363
1,-106.95408091287459
10,168.50732068980597
47,333.94130457392794
12,233.6981665548842
38,483.1312773321682
31,79.76435776801964
15,85.72738563845996
22,308.6478950214382
36,385.9938451244424
34,375.1095349743914
11,-130.07872061528747
28,375.89953759566356
45,338.9746051384984
28,84.03393577296242
4,-680.4886995628599
39,265.1875293068433
36,405.78186315218454
-3,-30.25966935078418
28,58.18760586798339
12,218.5072163901384
4,-590.6290004047798
48,379.38768279260535
12,180.42042393294787
1,-195.77267934498195
6,103.222501569202
24,326.9525613361427
44,490.8473840275136
31,29.605177724811938
50,383.8531657910612
16,287.16420734585336
22,308.6478950214382
7,35.44123467070972
1,-106.95408091287459
9,-109.77561096891077
26,3.044571548788781
1,-142.45764131136139
25,306.46705169953725
49,334.14866946621873
46,397.7080940866442
7,36.788444314005574
14,258.92033603998414
0,-649.5523448731294
10,225.6551918201112
7,61.147624557581366
-3,-40.238604344411215
5,-46.4741248963644
23,250.07135730832692
29,-26.645867486811994
16,280.88703044137674
45,337.80536242226026
-3,-83.4806523342861
15,-190.34575718861902
45,277.18143994902266
48,464.0900340722259
24,318.60124361134126
12,223.58139697129354
44,490.8473840275136
47,365.2646112365667
-1,-117.23936195385022
24,328.95746073733426
3,-289.52863964268863
17,205.77191233496706
22,262.68372098439363
28,133.686632803689
-1,-99.87939136911382
18,-244.78456966344083
46,461.96186412964175
10,-342.3893648318292
43,320.11339821797037
29,26.545665108254752
30,3.0331430877320145
5,-45.682233872177676
12,218.5072163901384
47,366.5044380608906
30,370.80252812147444
4,-314.91553687587225
31,64.14324102560477
14,270.19941284596234
0,-777.7042924505217
19,170.8107029701082
12,-255.09432595049793
32,409.2248494482076
12,209.0966074694934
36,405.78186315218454
10,262.8125841320284
30,119.25112091632354
14,241.5861966693219
1,-287.20253177874724
19,-164.7377135904303
3,-132.39780652807212
13,-182.45659131971865
6,-632.4271267613706
23,259.18239714508536
34,367.70117561538177
18,310.03103512089217
12,113.0583680271161
28,146.34761167087504
36,382.45463128511506
16,-245.08449672122788
-3,-207.0435270541102
16,-268.2197610445339
26,71.90811623120226
17,-188.65847211987716
-1,-31.656474767883083
9,33.27867624305304
5,25.22628956036533
28,385.1466799493011
31,79.76435776801964
47,361.30632778391987
36,374.83704847855256
14,104.15114624413309
23,325.9804744108519
29,-31.164055382194874
14,235.4066623369921
2,-596.6427708327546
39,202.969662879598
7,-7.522658933550474
40,485.46990646446784
5,2.963820275504986
40,491.6746367874465
40,491.6746367874465
22,308.6478950214382
38,483.1312773321682
38,488.60894795411104
-1,-139.94880779690288
9,-122.62983135249169
28,46.46871123425535
46,478.98960564602226
38,472.8626071416754
28,118.901086240631
22,254.68167036872364
29,-25.912442458305577
31,79.76435776801964
28,328.7351274599491
23,259.18239714508536
12,113.0583680271161
28,115.72288127225397
8,182.72722734917204
16,281.3095801212711
24,326.9525613361427
1,-106.95408091287459
-3,-26.762264222840713
42,484.89026489071034
12,277.67803783158786
45,271.66657369792733
0,-715.0989996876365
25,306.46705169953725
19,303.1273337963444
40,485.46990646446784
35,95.19645718928587
28,150.92256189560953
48,460.13937456829353
-3,-108.0709950376438
17,205.77191233496706
35,131.1249258607818
-10,-581.9671948503751
16,296.21281817511465
21,228.09622695921553
52,445.60386657420077
34,367.70117561538177
9,-75.3408228141675
8,-454.3543967352764
16,276.5188397773246
19,303.1273337963444
36,374.83704847855256
41,266.96805953721446
38,446.0974143533256
43,305.30903784586735
12,223.3849429010122
44,454.09113646645926
28,118.901086240631
23,277.7959243715436
47,366.5044380608906
31,7.908095630656362
30,187.71047883740312
24,329.9694752386115
7,18.60036665680832
5,-67.31776150740393
24,44.06531334920419
12,223.3849429010122
14,244.78657528509734
28,93.40690483537446
14,190.60395610085607
1,-199.2486326626265
15,142.66340868029488
14,241.5861966693219
47,361.30632778391987
12,126.63382708094264
47,323.2227514093604
28,102.17130701626434
5,-136.62597237171963
12,-357.77330255606284
25,374.0204612225207
25,251.95502121765503
27,-30.782391296124842
36,399.1754220430854
39,230.90644562527427
18,214.33208627655426
7,35.44123467070972
-3,-104.2083572232873
16,194.2620707399641
32,133.04370189595852
20,230.80779968140814
28,164.88242970560987
29,26.545665108254752
